square_id,timestamp,internet_traffic
4257,2013-11-01 00:40:00+00:00,558.7753
4257,2013-11-01 09:40:00+00:00,553.16565
4257,2013-11-01 09:50:00+00:00,581.33215
4257,2013-11-01 18:40:00+00:00,577.6615
4257,2013-11-01 18:50:00+00:00,613.8198
4257,2013-11-01 19:20:00+00:00,560.9944
4257,2013-11-01 19:40:00+00:00,621.92017
4257,2013-11-01 19:50:00+00:00,648.54785
4257,2013-11-01 20:00:00+00:00,609.1399
4257,2013-11-01 20:10:00+00:00,604.4239
4257,2013-11-01 20:20:00+00:00,623.4721
4257,2013-11-01 20:30:00+00:00,598.0584
4265,2013-11-01 22:50:00+00:00,757.2973
4342,2013-11-01 21:40:00+00:00,627.50684
4344,2013-11-01 16:50:00+00:00,607.70013
4344,2013-11-01 17:40:00+00:00,1457.7743
4344,2013-11-01 17:50:00+00:00,774.5292
4344,2013-11-01 18:20:00+00:00,1425.4294
4344,2013-11-01 18:30:00+00:00,761.8295
4351,2013-11-01 01:30:00+00:00,705.3081
4354,2013-10-31 23:00:00+00:00,678.6231
4354,2013-10-31 23:10:00+00:00,704.10254
4354,2013-10-31 23:20:00+00:00,682.33746
4354,2013-10-31 23:30:00+00:00,663.7419
4354,2013-10-31 23:40:00+00:00,702.6628
4354,2013-10-31 23:50:00+00:00,649.6237
4354,2013-11-01 00:00:00+00:00,596.7678
4354,2013-11-01 00:10:00+00:00,581.79376
4354,2013-11-01 00:20:00+00:00,608.74036
4354,2013-11-01 18:20:00+00:00,633.5851
4354,2013-11-01 19:00:00+00:00,553.11334
4354,2013-11-01 19:10:00+00:00,623.17993
4354,2013-11-01 19:30:00+00:00,547.05927
4354,2013-11-01 19:40:00+00:00,705.5098
4354,2013-11-01 19:50:00+00:00,712.3651
4354,2013-11-01 20:00:00+00:00,604.51764
4354,2013-11-01 20:10:00+00:00,703.7375
4354,2013-11-01 20:20:00+00:00,638.66583
4354,2013-11-01 20:30:00+00:00,688.7326
4354,2013-11-01 20:40:00+00:00,756.10144
4354,2013-11-01 20:50:00+00:00,609.13293
4354,2013-11-01 21:00:00+00:00,604.8204
4354,2013-11-01 21:10:00+00:00,753.09796
4354,2013-11-01 21:20:00+00:00,745.95044
4354,2013-11-01 21:30:00+00:00,732.04565
4354,2013-11-01 21:40:00+00:00,790.6472
4354,2013-11-01 21:50:00+00:00,840.4465
4354,2013-11-01 22:00:00+00:00,747.0978
4354,2013-11-01 22:10:00+00:00,784.22406
4354,2013-11-01 22:20:00+00:00,807.1926
4354,2013-11-01 22:30:00+00:00,671.53894
4354,2013-11-01 22:40:00+00:00,877.65875
4354,2013-11-01 22:50:00+00:00,833.9542
4355,2013-10-31 23:00:00+00:00,636.7994
4355,2013-10-31 23:10:00+00:00,673.8601
4355,2013-10-31 23:20:00+00:00,752.2173
4355,2013-10-31 23:30:00+00:00,653.60175
4355,2013-10-31 23:40:00+00:00,670.54834
4355,2013-10-31 23:50:00+00:00,608.58105
4355,2013-11-01 00:00:00+00:00,569.24774
4355,2013-11-01 00:10:00+00:00,582.9688
4355,2013-11-01 00:20:00+00:00,702.95306
4355,2013-11-01 00:30:00+00:00,577.4194
4355,2013-11-01 00:40:00+00:00,560.73035
4355,2013-11-01 17:30:00+00:00,599.8729
4355,2013-11-01 19:00:00+00:00,711.4015
4355,2013-11-01 19:10:00+00:00,804.0641
4355,2013-11-01 19:20:00+00:00,574.00714
4355,2013-11-01 19:30:00+00:00,630.9157
4355,2013-11-01 19:40:00+00:00,782.7302
4355,2013-11-01 19:50:00+00:00,811.03235
4355,2013-11-01 20:00:00+00:00,632.3795
4355,2013-11-01 20:10:00+00:00,795.3508
4355,2013-11-01 20:20:00+00:00,688.98846
4355,2013-11-01 20:30:00+00:00,736.6967
4355,2013-11-01 20:40:00+00:00,721.5758
4355,2013-11-01 20:50:00+00:00,672.0534
4355,2013-11-01 21:00:00+00:00,648.564
4355,2013-11-01 21:10:00+00:00,787.7146
4355,2013-11-01 21:20:00+00:00,733.05414
4355,2013-11-01 21:30:00+00:00,688.6797
4355,2013-11-01 21:40:00+00:00,712.6621
4355,2013-11-01 21:50:00+00:00,925.21515
4355,2013-11-01 22:00:00+00:00,734.14624
4355,2013-11-01 22:10:00+00:00,890.1543
4355,2013-11-01 22:20:00+00:00,828.44434
4355,2013-11-01 22:30:00+00:00,736.7394
4355,2013-11-01 22:40:00+00:00,755.46277
4355,2013-11-01 22:50:00+00:00,765.44226
4356,2013-10-31 23:00:00+00:00,566.8563
4356,2013-10-31 23:10:00+00:00,714.752
4356,2013-10-31 23:20:00+00:00,640.68756
4356,2013-10-31 23:30:00+00:00,638.0659
4356,2013-10-31 23:40:00+00:00,566.269
4356,2013-11-01 09:10:00+00:00,744.79443
4356,2013-11-01 09:50:00+00:00,1000.5881
4356,2013-11-01 10:00:00+00:00,1158.5122
4356,2013-11-01 10:10:00+00:00,551.17816
4356,2013-11-01 11:10:00+00:00,565.85956
4356,2013-11-01 18:10:00+00:00,556.98865
4356,2013-11-01 18:40:00+00:00,690.77435
4356,2013-11-01 19:10:00+00:00,751.2802
4356,2013-11-01 19:40:00+00:00,574.93225
4356,2013-11-01 20:00:00+00:00,634.01447
4356,2013-11-01 20:10:00+00:00,806.0706
4356,2013-11-01 20:20:00+00:00,561.14215
4356,2013-11-01 21:50:00+00:00,636.5935
4358,2013-11-01 01:00:00+00:00,562.2359
4359,2013-10-31 23:00:00+00:00,626.3289
4359,2013-10-31 23:20:00+00:00,556.2634
4359,2013-10-31 23:30:00+00:00,583.92236
4359,2013-10-31 23:40:00+00:00,608.1112
4359,2013-10-31 23:50:00+00:00,702.40405
4359,2013-11-01 00:00:00+00:00,710.8432
4359,2013-11-01 00:10:00+00:00,725.30975
4359,2013-11-01 00:20:00+00:00,711.8874
4359,2013-11-01 00:30:00+00:00,684.5926
4359,2013-11-01 00:40:00+00:00,643.5686
4359,2013-11-01 00:50:00+00:00,739.68286
4359,2013-11-01 01:00:00+00:00,745.6154
4359,2013-11-01 01:10:00+00:00,745.8486
4359,2013-11-01 01:20:00+00:00,751.42285
4359,2013-11-01 01:30:00+00:00,653.1387
4359,2013-11-01 01:40:00+00:00,704.3162
4359,2013-11-01 01:50:00+00:00,565.14215
4359,2013-11-01 02:10:00+00:00,607.75
4359,2013-11-01 02:20:00+00:00,655.64056
4359,2013-11-01 20:50:00+00:00,587.2587
4362,2013-10-31 23:00:00+00:00,843.46075
4362,2013-11-01 02:10:00+00:00,1258.3285
4362,2013-11-01 08:20:00+00:00,578.3851
4362,2013-11-01 08:50:00+00:00,560.35175
4362,2013-11-01 09:00:00+00:00,587.2316
4362,2013-11-01 09:30:00+00:00,706.26483
4362,2013-11-01 10:00:00+00:00,570.9706
4362,2013-11-01 10:20:00+00:00,552.4959
4362,2013-11-01 11:00:00+00:00,643.5404
4362,2013-11-01 12:20:00+00:00,650.20135
4362,2013-11-01 13:00:00+00:00,653.4114
4362,2013-11-01 14:10:00+00:00,562.17236
4362,2013-11-01 16:50:00+00:00,546.6363
4362,2013-11-01 17:10:00+00:00,717.5071
4362,2013-11-01 17:20:00+00:00,567.67883
4362,2013-11-01 17:30:00+00:00,574.63434
4362,2013-11-01 17:40:00+00:00,761.62006
4362,2013-11-01 20:00:00+00:00,678.8849
4362,2013-11-01 20:40:00+00:00,614.1242
4362,2013-11-01 20:50:00+00:00,719.9315
4363,2013-11-01 12:50:00+00:00,612.3322
4363,2013-11-01 13:20:00+00:00,554.0866
4363,2013-11-01 20:50:00+00:00,556.95966
4363,2013-11-01 21:10:00+00:00,729.9954
4363,2013-11-01 22:10:00+00:00,672.70703
4364,2013-11-01 10:30:00+00:00,558.6833
4364,2013-11-01 11:20:00+00:00,594.4193
4364,2013-11-01 15:20:00+00:00,611.16516
4364,2013-11-01 19:00:00+00:00,561.03845
4366,2013-10-31 23:00:00+00:00,571.66235
4366,2013-10-31 23:50:00+00:00,606.4547
4366,2013-11-01 00:00:00+00:00,619.249
4366,2013-11-01 08:10:00+00:00,552.33234
4366,2013-11-01 08:30:00+00:00,559.31647
4366,2013-11-01 08:40:00+00:00,649.53076
4366,2013-11-01 08:50:00+00:00,587.0387
4366,2013-11-01 09:20:00+00:00,706.58276
4366,2013-11-01 09:30:00+00:00,699.1296
4366,2013-11-01 09:40:00+00:00,568.0984
4366,2013-11-01 09:50:00+00:00,715.2722
4366,2013-11-01 10:00:00+00:00,718.6892
4366,2013-11-01 10:10:00+00:00,567.6107
4366,2013-11-01 10:20:00+00:00,661.6091
4366,2013-11-01 10:30:00+00:00,597.1293
4366,2013-11-01 10:40:00+00:00,549.29364
4366,2013-11-01 10:50:00+00:00,546.6161
4366,2013-11-01 11:00:00+00:00,608.0882
4366,2013-11-01 11:10:00+00:00,603.9517
4366,2013-11-01 11:20:00+00:00,630.69836
4366,2013-11-01 11:50:00+00:00,547.1212
4366,2013-11-01 12:00:00+00:00,755.01587
4366,2013-11-01 12:10:00+00:00,688.60986
4366,2013-11-01 12:40:00+00:00,604.1235
4366,2013-11-01 16:30:00+00:00,655.0677
4366,2013-11-01 16:40:00+00:00,583.994
4366,2013-11-01 17:20:00+00:00,574.2189
4366,2013-11-01 17:30:00+00:00,620.5015
4366,2013-11-01 17:50:00+00:00,546.69727
4366,2013-11-01 18:40:00+00:00,694.3768
4366,2013-11-01 18:50:00+00:00,1224.4735
4366,2013-11-01 19:10:00+00:00,582.3855
4366,2013-11-01 19:20:00+00:00,574.48456
4366,2013-11-01 19:30:00+00:00,569.5201
4366,2013-11-01 20:10:00+00:00,554.3684
4366,2013-11-01 20:30:00+00:00,565.5064
4366,2013-11-01 20:40:00+00:00,585.5824
4366,2013-11-01 21:00:00+00:00,710.79663
4366,2013-11-01 21:30:00+00:00,573.5874
4366,2013-11-01 22:10:00+00:00,631.32074
4367,2013-11-01 09:50:00+00:00,607.2171
4368,2013-11-01 16:30:00+00:00,581.9668
4379,2013-10-31 23:00:00+00:00,654.3714
4379,2013-10-31 23:10:00+00:00,725.0134
4379,2013-10-31 23:20:00+00:00,855.8826
4379,2013-10-31 23:30:00+00:00,754.9591
4379,2013-10-31 23:40:00+00:00,838.79395
4379,2013-10-31 23:50:00+00:00,885.3773
4379,2013-11-01 00:00:00+00:00,876.62415
4379,2013-11-01 00:10:00+00:00,854.2379
4379,2013-11-01 00:20:00+00:00,899.6125
4379,2013-11-01 00:30:00+00:00,1196.0576
4379,2013-11-01 00:40:00+00:00,881.5356
4379,2013-11-01 00:50:00+00:00,901.46906
4379,2013-11-01 01:00:00+00:00,858.7249
4379,2013-11-01 01:10:00+00:00,903.09357
4379,2013-11-01 01:20:00+00:00,909.02814
4379,2013-11-01 01:30:00+00:00,838.63806
4379,2013-11-01 01:40:00+00:00,792.00104
4379,2013-11-01 01:50:00+00:00,780.4465
4379,2013-11-01 02:00:00+00:00,826.7694
4379,2013-11-01 02:10:00+00:00,686.3041
4379,2013-11-01 02:20:00+00:00,604.8255
4379,2013-11-01 02:30:00+00:00,620.9057
4379,2013-11-01 02:40:00+00:00,574.50354
4379,2013-11-01 02:50:00+00:00,678.45984
4379,2013-11-01 03:00:00+00:00,548.00256
4379,2013-11-01 03:10:00+00:00,575.1237
4380,2013-10-31 23:20:00+00:00,597.3141
4380,2013-10-31 23:40:00+00:00,577.74084
4380,2013-10-31 23:50:00+00:00,619.04004
4380,2013-11-01 00:00:00+00:00,609.67834
4380,2013-11-01 00:10:00+00:00,586.5012
4380,2013-11-01 00:20:00+00:00,619.6791
4380,2013-11-01 00:30:00+00:00,832.9637
4380,2013-11-01 00:40:00+00:00,596.55145
4380,2013-11-01 00:50:00+00:00,614.0702
4380,2013-11-01 01:00:00+00:00,577.99426
4380,2013-11-01 01:10:00+00:00,618.6621
4380,2013-11-01 01:20:00+00:00,620.08093
4380,2013-11-01 01:30:00+00:00,570.4689
4380,2013-11-01 02:00:00+00:00,573.2401
4442,2013-11-01 21:40:00+00:00,748.7006
4444,2013-11-01 17:40:00+00:00,944.4951
4444,2013-11-01 17:50:00+00:00,611.84937
4444,2013-11-01 18:20:00+00:00,790.59766
4450,2013-11-01 00:00:00+00:00,595.14557
4450,2013-11-01 00:10:00+00:00,556.0668
4450,2013-11-01 00:20:00+00:00,567.2866
4450,2013-11-01 00:30:00+00:00,605.7727
4450,2013-11-01 00:40:00+00:00,743.1468
4450,2013-11-01 00:50:00+00:00,617.3755
4450,2013-11-01 01:00:00+00:00,605.6229
4450,2013-11-01 01:10:00+00:00,677.9772
4450,2013-11-01 01:20:00+00:00,631.38995
4450,2013-11-01 01:30:00+00:00,781.4546
4450,2013-11-01 01:40:00+00:00,705.7503
4450,2013-11-01 01:50:00+00:00,654.1308
4450,2013-11-01 02:10:00+00:00,570.51196
4451,2013-10-31 23:50:00+00:00,594.6439
4451,2013-11-01 00:00:00+00:00,589.4518
4451,2013-11-01 00:10:00+00:00,642.3425
4451,2013-11-01 00:20:00+00:00,676.88904
4451,2013-11-01 00:30:00+00:00,587.93207
4451,2013-11-01 00:40:00+00:00,789.6685
4451,2013-11-01 00:50:00+00:00,839.63916
4451,2013-11-01 01:00:00+00:00,838.04626
4451,2013-11-01 01:10:00+00:00,976.58386
4451,2013-11-01 01:20:00+00:00,1046.1733
4451,2013-11-01 01:30:00+00:00,1432.3807
4451,2013-11-01 01:40:00+00:00,852.7723
4451,2013-11-01 01:50:00+00:00,829.36847
4451,2013-11-01 02:00:00+00:00,953.74194
4451,2013-11-01 02:10:00+00:00,790.87415
4451,2013-11-01 02:20:00+00:00,841.80524
4451,2013-11-01 02:30:00+00:00,817.9781
4451,2013-11-01 02:40:00+00:00,782.78394
4451,2013-11-01 02:50:00+00:00,690.0659
4451,2013-11-01 03:00:00+00:00,695.314
4451,2013-11-01 03:10:00+00:00,646.4105
4451,2013-11-01 03:20:00+00:00,567.7271
4451,2013-11-01 03:30:00+00:00,605.2235
4451,2013-11-01 21:40:00+00:00,857.6542
4452,2013-10-31 23:20:00+00:00,603.1565
4452,2013-10-31 23:30:00+00:00,716.7357
4452,2013-10-31 23:40:00+00:00,719.00183
4452,2013-10-31 23:50:00+00:00,911.2147
4452,2013-11-01 00:00:00+00:00,945.8211
4452,2013-11-01 00:10:00+00:00,1114.7416
4452,2013-11-01 00:20:00+00:00,1069.1824
4452,2013-11-01 00:30:00+00:00,1362.257
4452,2013-11-01 00:40:00+00:00,1357.3629
4452,2013-11-01 00:50:00+00:00,1391.8179
4452,2013-11-01 01:00:00+00:00,1520.088
4452,2013-11-01 01:10:00+00:00,1509.8418
4452,2013-11-01 01:20:00+00:00,1483.4698
4452,2013-11-01 01:30:00+00:00,1597.9104
4452,2013-11-01 01:40:00+00:00,1312.5641
4452,2013-11-01 01:50:00+00:00,1307.7849
4452,2013-11-01 02:00:00+00:00,1509.8446
4452,2013-11-01 02:10:00+00:00,1293.4264
4452,2013-11-01 02:20:00+00:00,1219.3092
4452,2013-11-01 02:30:00+00:00,1250.2764
4452,2013-11-01 02:40:00+00:00,1144.723
4452,2013-11-01 02:50:00+00:00,1155.8885
4452,2013-11-01 03:00:00+00:00,1098.0923
4452,2013-11-01 03:10:00+00:00,1071.2274
4452,2013-11-01 03:20:00+00:00,1138.231
4452,2013-11-01 03:30:00+00:00,1029.3896
4452,2013-11-01 03:40:00+00:00,702.898
4452,2013-11-01 03:50:00+00:00,591.34845
4452,2013-11-01 04:00:00+00:00,592.9513
4452,2013-11-01 04:10:00+00:00,561.63727
4452,2013-11-01 04:20:00+00:00,641.82513
4453,2013-10-31 23:00:00+00:00,714.3067
4453,2013-10-31 23:10:00+00:00,725.6169
4453,2013-10-31 23:20:00+00:00,766.33057
4453,2013-10-31 23:30:00+00:00,825.6084
4453,2013-10-31 23:40:00+00:00,826.6407
4453,2013-10-31 23:50:00+00:00,942.4535
4453,2013-11-01 00:00:00+00:00,1032.8728
4453,2013-11-01 00:10:00+00:00,1130.1655
4453,2013-11-01 00:20:00+00:00,1135.9275
4453,2013-11-01 00:30:00+00:00,1284.959
4453,2013-11-01 00:40:00+00:00,1258.6072
4453,2013-11-01 00:50:00+00:00,1294.8846
4453,2013-11-01 01:00:00+00:00,1232.2435
4453,2013-11-01 01:10:00+00:00,1204.157
4453,2013-11-01 01:20:00+00:00,1157.998
4453,2013-11-01 01:30:00+00:00,1160.2485
4453,2013-11-01 01:40:00+00:00,1003.3349
4453,2013-11-01 01:50:00+00:00,987.9866
4453,2013-11-01 02:00:00+00:00,1150.2595
4453,2013-11-01 02:10:00+00:00,1003.1585
4453,2013-11-01 02:20:00+00:00,892.8665
4453,2013-11-01 02:30:00+00:00,901.50305
4453,2013-11-01 02:40:00+00:00,837.2137
4453,2013-11-01 02:50:00+00:00,839.9965
4453,2013-11-01 03:00:00+00:00,814.6777
4453,2013-11-01 03:10:00+00:00,789.9859
4453,2013-11-01 03:20:00+00:00,834.11945
4453,2013-11-01 03:30:00+00:00,752.4947
4453,2013-11-01 21:50:00+00:00,563.3269
4454,2013-10-31 23:00:00+00:00,759.61896
4454,2013-10-31 23:10:00+00:00,789.313
4454,2013-10-31 23:20:00+00:00,688.6517
4454,2013-10-31 23:30:00+00:00,732.0221
4454,2013-10-31 23:40:00+00:00,774.3737
4454,2013-10-31 23:50:00+00:00,730.08545
4454,2013-11-01 00:00:00+00:00,678.1469
4454,2013-11-01 00:10:00+00:00,645.3021
4454,2013-11-01 00:20:00+00:00,612.2756
4454,2013-11-01 00:30:00+00:00,559.84607
4454,2013-11-01 00:40:00+00:00,550.37494
4454,2013-11-01 00:50:00+00:00,651.6036
4454,2013-11-01 12:40:00+00:00,569.22125
4454,2013-11-01 18:20:00+00:00,739.0484
4454,2013-11-01 18:40:00+00:00,560.6791
4454,2013-11-01 19:40:00+00:00,663.1493
4454,2013-11-01 19:50:00+00:00,628.6605
4454,2013-11-01 20:00:00+00:00,611.1716
4454,2013-11-01 20:10:00+00:00,678.57886
4454,2013-11-01 20:20:00+00:00,630.77875
4454,2013-11-01 20:30:00+00:00,662.79285
4454,2013-11-01 20:40:00+00:00,798.187
4454,2013-11-01 20:50:00+00:00,593.2132
4454,2013-11-01 21:00:00+00:00,588.95996
4454,2013-11-01 21:10:00+00:00,732.31805
4454,2013-11-01 21:20:00+00:00,755.68304
4454,2013-11-01 21:30:00+00:00,786.604
4454,2013-11-01 21:40:00+00:00,852.8536
4454,2013-11-01 21:50:00+00:00,782.9983
4454,2013-11-01 22:00:00+00:00,738.6745
4454,2013-11-01 22:10:00+00:00,701.5693
4454,2013-11-01 22:20:00+00:00,803.6615
4454,2013-11-01 22:30:00+00:00,613.6389
4454,2013-11-01 22:40:00+00:00,988.7931
4454,2013-11-01 22:50:00+00:00,902.81757
4455,2013-10-31 23:00:00+00:00,665.07947
4455,2013-10-31 23:10:00+00:00,679.73895
4455,2013-10-31 23:20:00+00:00,781.59186
4455,2013-10-31 23:30:00+00:00,665.5205
4455,2013-10-31 23:40:00+00:00,696.8541
4455,2013-10-31 23:50:00+00:00,642.9681
4455,2013-11-01 00:00:00+00:00,604.3964
4455,2013-11-01 00:10:00+00:00,620.80566
4455,2013-11-01 00:20:00+00:00,744.8953
4455,2013-11-01 00:30:00+00:00,614.5453
4455,2013-11-01 00:40:00+00:00,584.7627
4455,2013-11-01 17:30:00+00:00,638.31305
4455,2013-11-01 18:20:00+00:00,563.5445
4455,2013-11-01 19:00:00+00:00,782.05786
4455,2013-11-01 19:10:00+00:00,819.6634
4455,2013-11-01 19:20:00+00:00,607.62354
4455,2013-11-01 19:30:00+00:00,671.8362
4455,2013-11-01 19:40:00+00:00,826.771
4455,2013-11-01 19:50:00+00:00,871.80237
