experiment_id,phase,phase_name,model,square_id,params,reasoning,val_mae,val_mape,val_rmse,train_seconds,predict_seconds
P2-lstm-011,2,grid_search,lstm,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 32, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 32, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1331.1453784994858,248.00207234164287,1502.9085161810858,36.489763708013925,1.9840617230074713
P2-lstm-012,2,grid_search,lstm,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1175.3040935860515,143.60139584351197,1518.771521083454,41.396433748013806,2.3185136319953017
P2-lstm-013,2,grid_search,lstm,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1297.555144189302,262.4111538917231,1467.1038395991998,41.65584245699574,1.9501388079952449
P2-lstm-014,2,grid_search,lstm,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1449.8286578578054,354.2232384892947,1647.7080929332474,41.03411805299402,4.26260966299742
P2-lstm-015,2,grid_search,lstm,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1506.9418316724098,384.5718899278407,1755.612564850694,52.57833751899307,2.385239808994811
P2-lstm-016,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 32, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 32, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1609.3320392520186,420.1484149810792,1876.041523663905,37.7866280899907,2.0488663830037694
P2-lstm-017,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 32, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 32, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1223.180785555605,216.27415638838096,1431.8529435756996,33.92124540399527,2.4373031930008437
P2-lstm-018,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 32, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 32, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1218.216326215333,155.0326216023418,1535.0941253203846,55.694757792996825,2.775735106988577
P2-lstm-019,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 32, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 32, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1417.578924213402,338.9980345833491,1604.4851205171806,47.64659220998874,2.483540634988458
P2-lstm-020,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",8053.5140720579075,1227.753321660411,8364.8425279381,80.6125074760057,4.4345128659915645
P2-lstm-021,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 10, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1515.4438753655108,381.4297064219034,1736.9698214604969,69.47907221200876,3.49724208599946
P2-lstm-022,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",2415.3824625411985,615.2112046076909,2755.3772247977236,65.89921848400263,3.562055166999926
P2-lstm-023,2,grid_search,lstm,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""hidden"": 64, ""layers"": 2, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=lstm; params={""batch_size"": 64, ""early_stopping"": true, ""epochs"": 15, ""hidden"": 64, ""holdout_intervals"": 144, ""layers"": 2, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1217.2182540357744,152.6685351017233,1543.26411181874,133.2656111020042,2.244160913003725
P2-tcn-024,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1471.6579995257114,363.6543638020558,1682.834332846247,5.956061645003501,0.48798347800038755
P2-tcn-025,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1299.4655000265768,234.31987806425602,1482.368078878049,5.611280708006234,0.43471747799776495
P2-tcn-026,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1338.976766652927,266.2274603235066,1493.3201008040164,7.1623718540067784,0.4024990180041641
P2-tcn-027,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1504.808644439577,381.04088898857486,1737.7799575647693,6.937161328009097,0.5742368689971045
P2-tcn-028,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1637.5112452083479,430.28819748563416,1905.4952051160406,5.72082967600727,0.5524190180003643
P2-tcn-029,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1338.3792702579356,265.6274757450594,1492.365379833394,6.898534572988865,0.5557453110086499
P2-tcn-030,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1361.1029125694533,290.47459549393125,1511.4525811399392,3.9099088499933714,0.5162118489970453
P2-tcn-031,2,grid_search,tcn,5161,"{""seq_len"": 72, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 72}.",1398.2069576761432,315.30417482384547,1560.464917324981,5.000528745993506,0.5092433749960037
P2-tcn-032,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1383.5822922110221,269.33616689613785,1568.1408067576463,5.60022223899432,0.4210983880038839
P2-tcn-033,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1351.5046695516799,77.59885499678865,1917.6643788424174,5.651282156002708,0.4306283099867869
P2-tcn-034,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1514.412754985096,352.6422097223798,1743.3559217607444,7.35842566700012,0.45052067999495193
P2-tcn-035,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 16, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 16, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1354.5185739520743,307.54898656560204,1543.8474703745474,8.725624686005176,0.42071230699366424
P2-tcn-036,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1263.183793292779,198.8750672297942,1496.3038054505128,7.938451665992034,0.5774924119905336
P2-tcn-037,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 10, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 10, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1375.7663281400423,309.92592679057776,1562.270629193752,9.95298700199055,0.5986004379956285
P2-tcn-038,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.001, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.001, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",2073.153586757964,173.34045006708612,2564.441592998056,7.248550211006659,0.5359296700044069
P2-tcn-039,2,grid_search,tcn,5161,"{""seq_len"": 144, ""epochs"": 15, ""batch_size"": 64, ""lr"": 0.0005, ""channels"": 32, ""early_stopping"": true, ""patience"": 3, ""holdout_intervals"": 144, ""min_delta"": 1e-05}","Systematic grid search on validation week (Dec 9–15) to tune capacity and learning rate without touching the held-out test week. Model=tcn; params={""batch_size"": 64, ""channels"": 32, ""early_stopping"": true, ""epochs"": 15, ""holdout_intervals"": 144, ""lr"": 0.0005, ""min_delta"": 1e-05, ""patience"": 3, ""seq_len"": 144}.",1280.5942759902803,139.66458717677418,1655.6894127818375,7.770833274000324,0.5862217160029104
